,mandatory_missing,legacy_current_default,bl_span_practical,bl_span_comfortable,bl_span_relative,bl_crossing,bl_step_crossing,bl_rate_q995,bl_rate_q990,bl_rate_q975,bl_hmm_disagreement,bl_practical_or_rate995,bl_practical_or_crossing,bl_two_signal_strict,wl_model_agreement,wl_strict_obvious,hy_direct_plus_corroborated,hy_two_of_three_families,hy_hierarchical,ni_k2_r1,ni_k2_r2,ni_k2_r4,ni_k3_r1,ni_k3_r2,ni_k3_r4,ni_k5_r1,ni_k5_r2,ni_k5_r4,ni_w5_q995,ni_w5_q990,ni_w5_q975,ni_w9_q995,ni_w9_q990,ni_w9_q975,ni_w17_q995,ni_w17_q990,ni_w17_q975,mandatory_missing__ni_k2_r1,mandatory_missing__ni_k2_r2,mandatory_missing__ni_k2_r4,mandatory_missing__ni_k3_r1,mandatory_missing__ni_k3_r2,mandatory_missing__ni_k3_r4,mandatory_missing__ni_k5_r1,mandatory_missing__ni_k5_r2,mandatory_missing__ni_k5_r4,legacy_current_default__ni_k2_r1,legacy_current_default__ni_k2_r2,legacy_current_default__ni_k2_r4,legacy_current_default__ni_k3_r1,legacy_current_default__ni_k3_r2,legacy_current_default__ni_k3_r4,legacy_current_default__ni_k5_r1,legacy_current_default__ni_k5_r2,legacy_current_default__ni_k5_r4,bl_span_practical__ni_k2_r1,bl_span_practical__ni_k2_r2,bl_span_practical__ni_k2_r4,bl_span_practical__ni_k3_r1,bl_span_practical__ni_k3_r2,bl_span_practical__ni_k3_r4,bl_span_practical__ni_k5_r1,bl_span_practical__ni_k5_r2,bl_span_practical__ni_k5_r4,bl_span_comfortable__ni_k2_r1,bl_span_comfortable__ni_k2_r2,bl_span_comfortable__ni_k2_r4,bl_span_comfortable__ni_k3_r1,bl_span_comfortable__ni_k3_r2,bl_span_comfortable__ni_k3_r4,bl_span_comfortable__ni_k5_r1,bl_span_comfortable__ni_k5_r2,bl_span_comfortable__ni_k5_r4,bl_span_relative__ni_k2_r1,bl_span_relative__ni_k2_r2,bl_span_relative__ni_k2_r4,bl_span_relative__ni_k3_r1,bl_span_relative__ni_k3_r2,bl_span_relative__ni_k3_r4,bl_span_relative__ni_k5_r1,bl_span_relative__ni_k5_r2,bl_span_relative__ni_k5_r4,bl_crossing__ni_k2_r1,bl_crossing__ni_k2_r2,bl_crossing__ni_k2_r4,bl_crossing__ni_k3_r1,bl_crossing__ni_k3_r2,bl_crossing__ni_k3_r4,bl_crossing__ni_k5_r1,bl_crossing__ni_k5_r2,bl_crossing__ni_k5_r4,bl_step_crossing__ni_k2_r1,bl_step_crossing__ni_k2_r2,bl_step_crossing__ni_k2_r4,bl_step_crossing__ni_k3_r1,bl_step_crossing__ni_k3_r2,bl_step_crossing__ni_k3_r4,bl_step_crossing__ni_k5_r1,bl_step_crossing__ni_k5_r2,bl_step_crossing__ni_k5_r4,bl_rate_q995__ni_k2_r1,bl_rate_q995__ni_k2_r2,bl_rate_q995__ni_k2_r4,bl_rate_q995__ni_k3_r1,bl_rate_q995__ni_k3_r2,bl_rate_q995__ni_k3_r4,bl_rate_q995__ni_k5_r1,bl_rate_q995__ni_k5_r2,bl_rate_q995__ni_k5_r4,bl_rate_q990__ni_k2_r1,bl_rate_q990__ni_k2_r2,bl_rate_q990__ni_k2_r4,bl_rate_q990__ni_k3_r1,bl_rate_q990__ni_k3_r2,bl_rate_q990__ni_k3_r4,bl_rate_q990__ni_k5_r1,bl_rate_q990__ni_k5_r2,bl_rate_q990__ni_k5_r4,bl_rate_q975__ni_k2_r1,bl_rate_q975__ni_k2_r2,bl_rate_q975__ni_k2_r4,bl_rate_q975__ni_k3_r1,bl_rate_q975__ni_k3_r2,bl_rate_q975__ni_k3_r4,bl_rate_q975__ni_k5_r1,bl_rate_q975__ni_k5_r2,bl_rate_q975__ni_k5_r4,bl_hmm_disagreement__ni_k2_r1,bl_hmm_disagreement__ni_k2_r2,bl_hmm_disagreement__ni_k2_r4,bl_hmm_disagreement__ni_k3_r1,bl_hmm_disagreement__ni_k3_r2,bl_hmm_disagreement__ni_k3_r4,bl_hmm_disagreement__ni_k5_r1,bl_hmm_disagreement__ni_k5_r2,bl_hmm_disagreement__ni_k5_r4,bl_practical_or_rate995__ni_k2_r1,bl_practical_or_rate995__ni_k2_r2,bl_practical_or_rate995__ni_k2_r4,bl_practical_or_rate995__ni_k3_r1,bl_practical_or_rate995__ni_k3_r2,bl_practical_or_rate995__ni_k3_r4,bl_practical_or_rate995__ni_k5_r1,bl_practical_or_rate995__ni_k5_r2,bl_practical_or_rate995__ni_k5_r4,bl_practical_or_crossing__ni_k2_r1,bl_practical_or_crossing__ni_k2_r2,bl_practical_or_crossing__ni_k2_r4,bl_practical_or_crossing__ni_k3_r1,bl_practical_or_crossing__ni_k3_r2,bl_practical_or_crossing__ni_k3_r4,bl_practical_or_crossing__ni_k5_r1,bl_practical_or_crossing__ni_k5_r2,bl_practical_or_crossing__ni_k5_r4,bl_two_signal_strict__ni_k2_r1,bl_two_signal_strict__ni_k2_r2,bl_two_signal_strict__ni_k2_r4,bl_two_signal_strict__ni_k3_r1,bl_two_signal_strict__ni_k3_r2,bl_two_signal_strict__ni_k3_r4,bl_two_signal_strict__ni_k5_r1,bl_two_signal_strict__ni_k5_r2,bl_two_signal_strict__ni_k5_r4,wl_model_agreement__ni_k2_r1,wl_model_agreement__ni_k2_r2,wl_model_agreement__ni_k2_r4,wl_model_agreement__ni_k3_r1,wl_model_agreement__ni_k3_r2,wl_model_agreement__ni_k3_r4,wl_model_agreement__ni_k5_r1,wl_model_agreement__ni_k5_r2,wl_model_agreement__ni_k5_r4,wl_strict_obvious__ni_k2_r1,wl_strict_obvious__ni_k2_r2,wl_strict_obvious__ni_k2_r4,wl_strict_obvious__ni_k3_r1,wl_strict_obvious__ni_k3_r2,wl_strict_obvious__ni_k3_r4,wl_strict_obvious__ni_k5_r1,wl_strict_obvious__ni_k5_r2,wl_strict_obvious__ni_k5_r4,hy_direct_plus_corroborated__ni_k2_r1,hy_direct_plus_corroborated__ni_k2_r2,hy_direct_plus_corroborated__ni_k2_r4,hy_direct_plus_corroborated__ni_k3_r1,hy_direct_plus_corroborated__ni_k3_r2,hy_direct_plus_corroborated__ni_k3_r4,hy_direct_plus_corroborated__ni_k5_r1,hy_direct_plus_corroborated__ni_k5_r2,hy_direct_plus_corroborated__ni_k5_r4,hy_two_of_three_families__ni_k2_r1,hy_two_of_three_families__ni_k2_r2,hy_two_of_three_families__ni_k2_r4,hy_two_of_three_families__ni_k3_r1,hy_two_of_three_families__ni_k3_r2,hy_two_of_three_families__ni_k3_r4,hy_two_of_three_families__ni_k5_r1,hy_two_of_three_families__ni_k5_r2,hy_two_of_three_families__ni_k5_r4,hy_hierarchical__ni_k2_r1,hy_hierarchical__ni_k2_r2,hy_hierarchical__ni_k2_r4,hy_hierarchical__ni_k3_r1,hy_hierarchical__ni_k3_r2,hy_hierarchical__ni_k3_r4,hy_hierarchical__ni_k5_r1,hy_hierarchical__ni_k5_r2,hy_hierarchical__ni_k5_r4
bl_hmm_disagreement,0.0,25858.0,26741.0,47255.0,114004.0,7870.0,2930.0,1901.0,2502.0,6040.0,279540.0,28630.0,26741.0,29226.0,279540.0,279540.0,29226.0,49523.0,49523.0,14074.0,26075.0,46320.0,3522.0,6747.0,12698.0,382.0,747.0,1455.0,527.0,527.0,5656.0,726.0,3260.0,3260.0,658.0,1640.0,3923.0,14074.0,26075.0,46320.0,3522.0,6747.0,12698.0,382.0,747.0,1455.0,35079.0,43424.0,61869.0,25858.0,25858.0,31187.0,25858.0,25858.0,26392.0,38377.0,48744.0,66537.0,29550.0,32255.0,37349.0,27010.0,27312.0,27888.0,57635.0,66839.0,82675.0,49760.0,52154.0,56659.0,47491.0,47768.0,48285.0,121112.0,127315.0,138023.0,115730.0,117307.0,120358.0,114177.0,114369.0,114725.0,21233.0,32760.0,52284.0,11174.0,14211.0,19903.0,8219.0,8559.0,9222.0,16798.0,28658.0,48671.0,6397.0,9564.0,15436.0,3307.0,3665.0,4357.0,15917.0,27826.0,47877.0,5405.0,8607.0,14497.0,2281.0,2645.0,3347.0,16490.0,28361.0,48358.0,5998.0,9192.0,15060.0,2882.0,3246.0,3946.0,19927.0,31616.0,51299.0,9498.0,12645.0,18403.0,6414.0,6772.0,7460.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,40209.0,50484.0,68083.0,31422.0,34104.0,39137.0,28897.0,29198.0,29768.0,38377.0,48744.0,66537.0,29550.0,32255.0,37349.0,27010.0,27312.0,27888.0,40777.0,51014.0,68560.0,32010.0,34684.0,39695.0,29493.0,29794.0,30362.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,40777.0,51014.0,68560.0,32010.0,34684.0,39695.0,29493.0,29794.0,30362.0,59827.0,68911.0,84524.0,52005.0,54372.0,58802.0,49758.0,50034.0,50543.0,59827.0,68911.0,84524.0,52005.0,54372.0,58802.0,49758.0,50034.0,50543.0
bl_practical_or_rate995,0.0,9035.0,39443.0,39786.0,42759.0,9707.0,3631.0,4745.0,4751.0,4771.0,28630.0,44172.0,39443.0,30470.0,28630.0,44172.0,41332.0,28816.0,41332.0,3608.0,6204.0,10208.0,1047.0,1851.0,3198.0,159.0,263.0,463.0,172.0,172.0,1565.0,240.0,973.0,973.0,219.0,491.0,1102.0,3608.0,6204.0,10208.0,1047.0,1851.0,3198.0,159.0,263.0,463.0,11030.0,12621.0,15889.0,9035.0,9035.0,10131.0,9035.0,9035.0,9170.0,39589.0,39847.0,40316.0,39482.0,39547.0,39694.0,39445.0,39450.0,39463.0,39921.0,40148.0,40579.0,39821.0,39879.0,40020.0,39787.0,39791.0,39804.0,42790.0,42838.0,42956.0,42764.0,42774.0,42805.0,42759.0,42760.0,42761.0,12410.0,14419.0,17515.0,10468.0,11049.0,12090.0,9817.0,9891.0,10034.0,6976.0,9394.0,13109.0,4605.0,5338.0,6590.0,3779.0,3875.0,4055.0,8205.0,10543.0,14078.0,5751.0,6490.0,7690.0,4902.0,5001.0,5188.0,8210.0,10548.0,14082.0,5757.0,6496.0,7696.0,4908.0,5007.0,5194.0,8229.0,10566.0,14097.0,5777.0,6515.0,7715.0,4928.0,5027.0,5214.0,29743.0,30613.0,31971.0,28947.0,29208.0,29637.0,28674.0,28714.0,28776.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,39589.0,39847.0,40316.0,39482.0,39547.0,39694.0,39445.0,39450.0,39463.0,31388.0,32145.0,33316.0,30718.0,30944.0,31326.0,30498.0,30533.0,30583.0,29743.0,30613.0,31971.0,28947.0,29208.0,29637.0,28674.0,28714.0,28776.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,44172.0,41421.0,41587.0,41862.0,41354.0,41396.0,41482.0,41332.0,41336.0,41343.0,29921.0,30767.0,32105.0,29129.0,29385.0,29813.0,28860.0,28899.0,28961.0,41421.0,41587.0,41862.0,41354.0,41396.0,41482.0,41332.0,41336.0,41343.0
bl_practical_or_crossing,0.0,8770.0,39443.0,39443.0,39443.0,9707.0,3631.0,16.0,22.0,42.0,26741.0,39443.0,39443.0,28581.0,26741.0,39443.0,39443.0,26746.0,39443.0,3462.0,5800.0,9335.0,1008.0,1747.0,2947.0,157.0,256.0,443.0,172.0,172.0,1524.0,236.0,942.0,942.0,210.0,473.0,1056.0,3462.0,5800.0,9335.0,1008.0,1747.0,2947.0,157.0,256.0,443.0,10669.0,12064.0,14879.0,8770.0,8770.0,9722.0,8770.0,8770.0,8893.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,12264.0,14015.0,16642.0,10429.0,10945.0,11839.0,9815.0,9884.0,10014.0,6830.0,8990.0,12236.0,4566.0,5234.0,6339.0,3777.0,3868.0,4035.0,3476.0,5814.0,9349.0,1022.0,1761.0,2961.0,173.0,272.0,459.0,3481.0,5819.0,9353.0,1028.0,1767.0,2967.0,179.0,278.0,465.0,3500.0,5837.0,9368.0,1048.0,1786.0,2986.0,199.0,298.0,485.0,27765.0,28469.0,29552.0,27036.0,27255.0,27598.0,26785.0,26821.0,26876.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,29410.0,30001.0,30897.0,28807.0,28991.0,29287.0,28609.0,28640.0,28683.0,27765.0,28469.0,29552.0,27036.0,27255.0,27598.0,26785.0,26821.0,26876.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,27768.0,28472.0,29555.0,27040.0,27259.0,27602.0,26790.0,26826.0,26881.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0,39443.0
bl_two_signal_strict,0.0,8218.0,28581.0,28798.0,30367.0,9707.0,3631.0,1905.0,2507.0,2522.0,29226.0,30470.0,28581.0,31066.0,29226.0,31066.0,31066.0,29231.0,31066.0,2718.0,4595.0,7481.0,807.0,1393.0,2380.0,131.0,200.0,352.0,138.0,138.0,1185.0,188.0,741.0,741.0,161.0,381.0,845.0,2718.0,4595.0,7481.0,807.0,1393.0,2380.0,131.0,200.0,352.0,9608.0,10689.0,12889.0,8218.0,8218.0,8969.0,8218.0,8218.0,8315.0,28666.0,28796.0,29043.0,28606.0,28637.0,28720.0,28583.0,28584.0,28592.0,28874.0,28994.0,29217.0,28821.0,28848.0,28923.0,28799.0,28800.0,28808.0,30384.0,30413.0,30477.0,30370.0,30375.0,30395.0,30367.0,30367.0,30367.0,11520.0,12810.0,14788.0,10228.0,10591.0,11272.0,9789.0,9828.0,9923.0,6086.0,7785.0,10382.0,4365.0,4880.0,5772.0,3751.0,3812.0,3944.0,4564.0,6349.0,9041.0,2693.0,3256.0,4182.0,2034.0,2102.0,2248.0,5137.0,6884.0,9522.0,3287.0,3842.0,4746.0,2636.0,2704.0,2848.0,5151.0,6898.0,9536.0,3302.0,3857.0,4761.0,2651.0,2719.0,2863.0,29421.0,29534.0,29721.0,29295.0,29330.0,29377.0,29242.0,29247.0,29259.0,30498.0,30536.0,30589.0,30478.0,30486.0,30508.0,30470.0,30470.0,30472.0,28666.0,28796.0,29043.0,28606.0,28637.0,28720.0,28583.0,28584.0,28592.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,29421.0,29534.0,29721.0,29295.0,29330.0,29377.0,29242.0,29247.0,29259.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,29424.0,29537.0,29724.0,29299.0,29334.0,29381.0,29247.0,29252.0,29264.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0,31066.0
wl_model_agreement,0.0,25858.0,26741.0,47255.0,114004.0,7870.0,2930.0,1901.0,2502.0,6040.0,279540.0,28630.0,26741.0,29226.0,279540.0,279540.0,29226.0,49523.0,49523.0,14074.0,26075.0,46320.0,3522.0,6747.0,12698.0,382.0,747.0,1455.0,527.0,527.0,5656.0,726.0,3260.0,3260.0,658.0,1640.0,3923.0,14074.0,26075.0,46320.0,3522.0,6747.0,12698.0,382.0,747.0,1455.0,35079.0,43424.0,61869.0,25858.0,25858.0,31187.0,25858.0,25858.0,26392.0,38377.0,48744.0,66537.0,29550.0,32255.0,37349.0,27010.0,27312.0,27888.0,57635.0,66839.0,82675.0,49760.0,52154.0,56659.0,47491.0,47768.0,48285.0,121112.0,127315.0,138023.0,115730.0,117307.0,120358.0,114177.0,114369.0,114725.0,21233.0,32760.0,52284.0,11174.0,14211.0,19903.0,8219.0,8559.0,9222.0,16798.0,28658.0,48671.0,6397.0,9564.0,15436.0,3307.0,3665.0,4357.0,15917.0,27826.0,47877.0,5405.0,8607.0,14497.0,2281.0,2645.0,3347.0,16490.0,28361.0,48358.0,5998.0,9192.0,15060.0,2882.0,3246.0,3946.0,19927.0,31616.0,51299.0,9498.0,12645.0,18403.0,6414.0,6772.0,7460.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,40209.0,50484.0,68083.0,31422.0,34104.0,39137.0,28897.0,29198.0,29768.0,38377.0,48744.0,66537.0,29550.0,32255.0,37349.0,27010.0,27312.0,27888.0,40777.0,51014.0,68560.0,32010.0,34684.0,39695.0,29493.0,29794.0,30362.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,279540.0,40777.0,51014.0,68560.0,32010.0,34684.0,39695.0,29493.0,29794.0,30362.0,59827.0,68911.0,84524.0,52005.0,54372.0,58802.0,49758.0,50034.0,50543.0,59827.0,68911.0,84524.0,52005.0,54372.0,58802.0,49758.0,50034.0,50543.0
wl_strict_obvious,0.0,30477.0,39443.0,69306.0,182738.0,9707.0,3631.0,4745.0,6351.0,14655.0,279540.0,44172.0,39443.0,31066.0,279540.0,351748.0,41928.0,49748.0,62225.0,18033.0,33574.0,59877.0,4534.0,8722.0,16498.0,501.0,975.0,1900.0,659.0,659.0,7214.0,914.0,4214.0,4214.0,855.0,2113.0,5041.0,18033.0,33574.0,59877.0,4534.0,8722.0,16498.0,501.0,975.0,1900.0,42397.0,53283.0,77484.0,30477.0,30477.0,37549.0,30477.0,30477.0,31189.0,54014.0,67217.0,89985.0,42969.0,46418.0,52994.0,39787.0,40162.0,40900.0,81995.0,93553.0,113455.0,72383.0,75398.0,81122.0,69602.0,69939.0,70592.0,189922.0,196275.0,207231.0,184480.0,186093.0,189211.0,182911.0,183108.0,183470.0,26835.0,41789.0,67184.0,13955.0,17920.0,25390.0,10159.0,10603.0,11471.0,21401.0,36764.0,62778.0,8092.0,12209.0,19890.0,4121.0,4587.0,5492.0,22630.0,37913.0,63747.0,9238.0,13361.0,20990.0,5244.0,5713.0,6625.0,24176.0,39365.0,65048.0,10827.0,14931.0,22500.0,6849.0,7318.0,8225.0,32258.0,46999.0,71918.0,19062.0,23052.0,30373.0,15146.0,15600.0,16484.0,283499.0,287039.0,293097.0,280552.0,281515.0,283340.0,279659.0,279768.0,279985.0,58597.0,71542.0,93841.0,47659.0,51043.0,57472.0,44514.0,44884.0,45609.0,54014.0,67217.0,89985.0,42969.0,46418.0,52994.0,39787.0,40162.0,40900.0,46381.0,60045.0,83462.0,34793.0,38395.0,45184.0,31436.0,31841.0,32614.0,283499.0,287039.0,293097.0,280552.0,281515.0,283340.0,279659.0,279768.0,279985.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,351748.0,56414.0,69487.0,92008.0,45429.0,48847.0,55340.0,42270.0,42644.0,43374.0,64002.0,76597.0,98243.0,53237.0,56560.0,62811.0,50102.0,50486.0,51212.0,75464.0,87384.0,107972.0,65424.0,68535.0,74447.0,62535.0,62884.0,63555.0
hy_direct_plus_corroborated,0.0,8949.0,39443.0,39660.0,41229.0,9707.0,3631.0,1905.0,2507.0,2527.0,29226.0,41332.0,39443.0,31066.0,29226.0,41928.0,41928.0,29231.0,41928.0,3547.0,6015.0,9797.0,1033.0,1803.0,3086.0,159.0,259.0,454.0,172.0,172.0,1547.0,239.0,955.0,955.0,215.0,482.0,1086.0,3547.0,6015.0,9797.0,1033.0,1803.0,3086.0,159.0,259.0,454.0,10902.0,12393.0,15443.0,8949.0,8949.0,9982.0,8949.0,8949.0,9079.0,39528.0,39658.0,39905.0,39468.0,39499.0,39582.0,39445.0,39446.0,39454.0,39736.0,39856.0,40079.0,39683.0,39710.0,39785.0,39661.0,39662.0,39670.0,41246.0,41275.0,41339.0,41232.0,41237.0,41257.0,41229.0,41229.0,41229.0,12349.0,14230.0,17104.0,10454.0,11001.0,11978.0,9817.0,9887.0,10025.0,6915.0,9205.0,12698.0,4591.0,5290.0,6478.0,3779.0,3871.0,4046.0,5393.0,7769.0,11357.0,2919.0,3666.0,4888.0,2062.0,2161.0,2350.0,5966.0,8304.0,11838.0,3513.0,4252.0,5452.0,2664.0,2763.0,2950.0,5985.0,8322.0,11853.0,3533.0,4271.0,5471.0,2684.0,2783.0,2970.0,30250.0,30954.0,32037.0,29521.0,29740.0,30083.0,29270.0,29306.0,29361.0,41360.0,41398.0,41451.0,41340.0,41348.0,41370.0,41332.0,41332.0,41334.0,39528.0,39658.0,39905.0,39468.0,39499.0,39582.0,39445.0,39446.0,39454.0,31895.0,32486.0,33382.0,31292.0,31476.0,31772.0,31094.0,31125.0,31168.0,30250.0,30954.0,32037.0,29521.0,29740.0,30083.0,29270.0,29306.0,29361.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,30253.0,30957.0,32040.0,29525.0,29744.0,30087.0,29275.0,29311.0,29366.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0,41928.0
hy_two_of_three_families,0.0,8654.0,26746.0,47480.0,49049.0,7872.0,2930.0,2086.0,2727.0,3089.0,49523.0,28816.0,26746.0,29231.0,49523.0,49748.0,29231.0,49748.0,49528.0,3779.0,6725.0,11382.0,1045.0,1910.0,3435.0,147.0,237.0,436.0,181.0,181.0,1594.0,243.0,966.0,966.0,211.0,488.0,1129.0,3779.0,6725.0,11382.0,1045.0,1910.0,3435.0,147.0,237.0,436.0,10854.0,12748.0,16730.0,8654.0,8654.0,9934.0,8654.0,8654.0,8793.0,28085.0,29397.0,31602.0,27077.0,27422.0,28090.0,26780.0,26807.0,26874.0,47556.0,47676.0,47899.0,47503.0,47530.0,47605.0,47481.0,47482.0,47490.0,49066.0,49095.0,49159.0,49052.0,49057.0,49077.0,49049.0,49049.0,49049.0,10939.0,13411.0,17347.0,8699.0,9376.0,10642.0,7986.0,8051.0,8205.0,6503.0,9308.0,13733.0,3920.0,4727.0,6173.0,3072.0,3155.0,3338.0,5800.0,8630.0,13073.0,3109.0,3946.0,5409.0,2231.0,2319.0,2512.0,6411.0,9198.0,13582.0,3741.0,4568.0,6006.0,2872.0,2960.0,3151.0,6765.0,9536.0,13883.0,4101.0,4922.0,6352.0,3234.0,3322.0,3512.0,49532.0,49561.0,49586.0,49528.0,49535.0,49539.0,49523.0,49524.0,49524.0,30092.0,31288.0,33279.0,29127.0,29444.0,30050.0,28848.0,28873.0,28934.0,28085.0,29397.0,31602.0,27077.0,27422.0,28090.0,26780.0,26807.0,26874.0,30485.0,31667.0,33625.0,29537.0,29851.0,30436.0,29263.0,29289.0,29348.0,49532.0,49561.0,49586.0,49528.0,49535.0,49539.0,49523.0,49524.0,49524.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,30485.0,31667.0,33625.0,29537.0,29851.0,30436.0,29263.0,29289.0,29348.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49748.0,49535.0,49564.0,49589.0,49532.0,49539.0,49543.0,49528.0,49529.0,49529.0
hy_hierarchical,0.0,10476.0,39443.0,59957.0,61526.0,9707.0,3631.0,1905.0,2507.0,2877.0,49523.0,41332.0,39443.0,31066.0,49523.0,62225.0,41928.0,49528.0,62225.0,4794.0,8415.0,14130.0,1335.0,2412.0,4276.0,191.0,316.0,570.0,226.0,226.0,2042.0,309.0,1248.0,1248.0,273.0,621.0,1426.0,4794.0,8415.0,14130.0,1335.0,2412.0,4276.0,191.0,316.0,570.0,13291.0,15615.0,20499.0,10476.0,10476.0,12054.0,10476.0,10476.0,10652.0,40775.0,42058.0,44238.0,39770.0,40108.0,40772.0,39477.0,39503.0,39570.0,60033.0,60153.0,60376.0,59980.0,60007.0,60082.0,59958.0,59959.0,59967.0,61543.0,61572.0,61636.0,61529.0,61534.0,61554.0,61526.0,61526.0,61526.0,13596.0,16630.0,21437.0,10756.0,11610.0,13168.0,9849.0,9944.0,10141.0,8162.0,11605.0,17031.0,4893.0,5899.0,7668.0,3811.0,3928.0,4162.0,6640.0,10169.0,15690.0,3221.0,4275.0,6078.0,2094.0,2218.0,2466.0,7213.0,10704.0,16171.0,3815.0,4861.0,6642.0,2696.0,2820.0,3066.0,7575.0,11049.0,16476.0,4183.0,5222.0,6995.0,3066.0,3190.0,3435.0,50547.0,51251.0,52334.0,49818.0,50037.0,50380.0,49567.0,49603.0,49658.0,42607.0,43798.0,45784.0,41642.0,41957.0,42560.0,41364.0,41389.0,41450.0,40775.0,42058.0,44238.0,39770.0,40108.0,40772.0,39477.0,39503.0,39570.0,33142.0,34886.0,37715.0,31594.0,32085.0,32962.0,31126.0,31182.0,31284.0,50547.0,51251.0,52334.0,49818.0,50037.0,50380.0,49567.0,49603.0,49658.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,43175.0,44328.0,46261.0,42230.0,42537.0,43118.0,41960.0,41985.0,42044.0,50550.0,51254.0,52337.0,49822.0,50041.0,50384.0,49572.0,49608.0,49663.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0,62225.0
ni_k2_r1,0.0,7220.0,3462.0,5344.0,10849.0,905.0,263.0,148.0,208.0,430.0,14074.0,3608.0,3462.0,2718.0,14074.0,18033.0,3547.0,3779.0,4794.0,21651.0,21651.0,21651.0,5397.0,5980.0,6864.0,580.0,706.0,902.0,785.0,785.0,8627.0,992.0,3585.0,3585.0,702.0,1514.0,3010.0,21651.0,21651.0,21651.0,5397.0,5980.0,6864.0,580.0,706.0,902.0,21651.0,21651.0,21651.0,7220.0,7220.0,8024.0,7220.0,7220.0,7321.0,21651.0,21651.0,21651.0,7851.0,8314.0,9041.0,3885.0,3978.0,4131.0,21651.0,21651.0,21651.0,9284.0,9698.0,10351.0,5719.0,5806.0,5948.0,21651.0,21651.0,21651.0,13454.0,13743.0,14179.0,11101.0,11165.0,11268.0,21651.0,21651.0,21651.0,6016.0,6554.0,7399.0,1436.0,1551.0,1733.0,21651.0,21651.0,21651.0,5587.0,6156.0,7028.0,832.0,956.0,1148.0,21651.0,21651.0,21651.0,5504.0,6080.0,6960.0,726.0,851.0,1047.0,21651.0,21651.0,21651.0,5547.0,6123.0,7000.0,785.0,910.0,1104.0,21651.0,21651.0,21651.0,5700.0,6272.0,7138.0,1000.0,1124.0,1317.0,21651.0,21651.0,21651.0,15949.0,16150.0,16455.0,14272.0,14311.0,14384.0,21651.0,21651.0,21651.0,7958.0,8414.0,9137.0,4029.0,4121.0,4274.0,21651.0,21651.0,21651.0,7851.0,8314.0,9041.0,3885.0,3978.0,4131.0,21651.0,21651.0,21651.0,7308.0,7788.0,8546.0,3167.0,3266.0,3431.0,21651.0,21651.0,21651.0,15949.0,16150.0,16455.0,14272.0,14311.0,14384.0,21651.0,21651.0,21651.0,18896.0,19003.0,19149.0,18112.0,18132.0,18166.0,21651.0,21651.0,21651.0,7911.0,8371.0,9098.0,3968.0,4061.0,4214.0,21651.0,21651.0,21651.0,8131.0,8581.0,9299.0,4212.0,4306.0,4469.0,21651.0,21651.0,21651.0,8856.0,9279.0,9956.0,5183.0,5271.0,5416.0
